Date,Close,High,Low,Open,Volume,date
,MSFT,MSFT,MSFT,MSFT,MSFT,
2024-05-17,417.01275634765625,419.7021586835379,414.84935049574557,419.32504512881616,15352200,2024-05-17
2024-05-20,422.1037292480469,423.52284159685394,416.7944295178616,417.0127568242458,16272100,2024-05-20
2024-05-21,425.775634765625,429.67572588260487,421.61751218118434,423.5824278629751,21453300,2024-05-21
2024-05-22,427.24432373046875,429.1199579656232,423.8801327186548,426.8176027078419,18073700,2024-05-22
2024-05-23,423.7510986328125,430.30088747906075,422.1831336543051,429.6756760944335,17211700,2024-05-23
2024-05-24,426.8870849609375,427.7802311569624,421.180834455013,423.9396813142882,11845800,2024-05-24
2024-05-28,427.04583740234375,427.5420330592199,423.35414050377034,426.3610849730244,15718000,2024-05-28
2024-05-29,425.9046325683594,427.66115445230247,422.4510995765547,422.4510995765547,15517100,2024-05-29
2024-05-30,411.5149230957031,421.071626093263,411.08817181006793,421.071626093263,28424800,2024-05-30
2024-05-31,411.971435546875,413.5791047255822,401.43224401056676,413.5791047255822,47995300,2024-05-31
2024-06-03,410.3736572265625,413.2615196687407,405.8086812773789,412.3683735171778,17484700,2024-06-03
2024-06-04,412.904296875,413.27147684716857,406.56290129495756,409.2919776436919,14348900,2024-06-04
2024-06-05,420.78387451171875,420.8533188907335,413.1325152430589,414.6310359031759,16988000,2024-06-05
2024-06-06,421.2899475097656,422.07394512362515,417.37992333025653,420.7838485363347,14861300,2024-06-06
2024-06-07,420.6250915527344,423.03659533238357,419.78155282449774,422.9572173477245,13621700,2024-06-07
2024-06-10,424.6144714355469,424.82286513391676,420.66477334419267,421.4686078947135,14003000,2024-06-10
2024-06-11,429.38787841796875,429.5268277427762,422.01441801832095,422.24267892962746,14551100,2024-06-11
2024-06-12,437.7041320800781,440.0263242349242,429.9535579589742,432.00781534858527,22366200,2024-06-12
2024-06-13,438.2201843261719,440.01644063600304,436.02700779586485,437.49575798146077,15960600,2024-06-13
2024-06-14,439.2026672363281,439.7683376003339,433.39717151476515,434.94529966913103,13582000,2024-06-14
2024-06-17,444.9585266113281,447.5089797746042,437.3667384679764,439.22250553797545,20790000,2024-06-17
2024-06-18,442.9439697265625,446.7150751827561,441.50502038116036,446.28832386783046,17112500,2024-06-18
2024-06-20,442.308837890625,443.1325093875715,437.9125211824865,442.90424847377636,19877400,2024-06-20
2024-06-21,446.3577880859375,447.1516890658263,443.112679216781,443.9760548608899,34486200,2024-06-21
2024-06-24,444.2638854980469,449.3052206448714,443.0134626029418,446.37765380757656,15913700,2024-06-24
2024-06-25,447.5188903808594,447.98531552571586,443.3508346061679,444.8394216277891,16747500,2024-06-25
2024-06-26,448.71966552734375,450.1487114593878,444.7798707523325,445.5837053034348,16507000,2024-06-26
2024-06-27,449.4044189453125,452.6991654227889,448.3326193512516,448.7395034299803,14806300,2024-06-27
2024-06-28,443.5493469238281,451.9151991305475,443.0134470896372,449.6227774267188,28362300,2024-06-28
2024-07-01,453.2549133300781,453.8900280472802,442.2691337894114,445.2463078469115,17662800,2024-07-01
2024-07-02,455.7854919433594,456.0931308349297,449.6624240698802,449.75176594132466,13979800,2024-07-02
2024-07-03,457.26416015625,457.5122579984809,454.39616484845857,454.70380374999445,9932800,2024-07-03
2024-07-05,464.00250244140625,464.78650009669735,455.4778642825478,456.1129790053472,16000300,2024-07-05
2024-07-08,462.69256591796875,464.14147919648303,460.92611040198074,463.0002048353039,12962300,2024-07-08
2024-07-09,456.0435485839844,463.7742557192127,454.51525736098597,463.4467798855468,17207200,2024-07-09
2024-07-10,462.7024841308594,462.91087784219644,455.36869724486377,457.71075666628917,18196100,2024-07-10
2024-07-11,451.2403564453125,461.24364787201716,448.1142994819232,459.4573555661208,23111200,2024-07-11
2024-07-12,450.0990905761719,452.8877078833818,447.22116168053736,450.8731546278995,16324300,2024-07-12
2024-07-15,450.5060119628906,453.7809219031339,447.99526281806254,449.851029974842,14429400,2024-07-15
2024-07-16,446.09979248046875,450.84342238707205,443.26156747821994,450.764044396858,17175700,2024-07-16
2024-07-17,440.1454162597656,441.46531376189114,435.8384412822571,439.22249954002416,21778000,2024-07-17
2024-07-18,437.0193786621094,441.2668124744543,431.0948010273652,440.95917357547034,20794800,2024-07-18
2024-07-19,433.7841796875,437.7835460054657,428.7130742947466,429.80471086507333,20940400,2024-07-19
2024-07-22,439.5698547363281,441.2172281155517,435.5705185548157,438.4286106688719,15808800,2024-07-22
2024-07-23,441.46533203125,444.9784061601368,439.7286470352855,440.52254806214466,13107100,2024-07-23
2024-07-24,425.63665771484375,438.12095826115956,424.3366274271562,437.0987963490377,26805800,2024-07-24
2024-07-25,415.216552734375,426.52980855641556,414.3333401430881,425.5374171635106,29943800,2024-07-25
2024-07-26,422.0342712402344,425.6565240052853,414.0951402007918,415.0180872010169,23583800,2024-07-26
2024-07-29,423.483154296875,428.86189823317073,421.4686011505227,428.29622791841,15125800,2024-07-29
2024-07-30,419.7021789550781,425.7855127211385,414.18445497765873,424.4656455012434,32687600,2024-07-30
2024-07-31,415.1669616699219,418.57085701348217,409.07366373993483,417.30059719182844,42891400,2024-07-31
2024-08-01,413.9363708496094,424.20762810841023,409.9469682421122,417.58839429377997,30296400,2024-08-01
2024-08-02,405.3819274902344,411.84240478431724,401.2635094994672,409.35149283755305,29437900,2024-08-02
2024-08-05,392.1434326171875,397.9886321568055,382.6462402085907,386.20895177644206,40709200,2024-08-05
2024-08-06,396.56951904296875,402.5834388839359,395.4679791086585,396.9565662320286,24946500,2024-08-06
2024-08-07,395.39849853515625,406.95985229689995,394.44581127033643,405.53083654236127,20650900,2024-08-07
2024-08-08,399.6260986328125,402.77196243732243,396.8970222599762,399.3780007807365,20203000,2024-08-08
2024-08-09,402.93072509765625,404.945278327108,399.1993542150353,400.9558760021183,19276700,2024-08-09
2024-08-12,403.7147521972656,405.64992758545134,401.1642989727411,403.9628500529108,16762900,2024-08-12
2024-08-13,410.8599548339844,411.79280513110314,406.4537347921751,406.47357171655057,19414300,2024-08-13
2024-08-14,413.6882629394531,414.54173528870035,409.3118435327495,411.64393908583247,18267000,2024-08-14
2024-08-15,418.5796203613281,418.6591414148161,415.22923848625584,417.35676799168647,20752100,2024-08-15
2024-08-16,416.0345458984375,418.8878379189571,414.87134183677813,418.15215435686315,22775600,2024-08-16
2024-08-19,419.0767517089844,419.2954725526047,414.03625113553215,416.52170147668573,15234000,2024-08-19
2024-08-20,422.32769775390625,423.3815262412174,419.18611531171354,419.24576369099765,16387600,2024-08-20
2024-08-21,421.6715393066406,423.91836557959886,419.26561024554667,421.6118605911061,16067300,2024-08-21
2024-08-22,413.13153076171875,424.30613578026436,412.1969990352219,421.8902550651885,19361900,2024-08-22
2024-08-23,414.36431884765625,416.8199448280934,409.69166039420327,414.5532154876874,18493800,2024-08-23
2024-08-26,411.08349609375,414.85144695028356,408.9460150702165,413.94673947074824,13152800,2024-08-26
2024-08-27,411.43145751953125,411.9484202096587,407.8623548739229,410.4571501735566,13492900,2024-08-27
2024-08-28,408.2103576660156,412.58474406521935,404.939496621488,412.46544730687265,14882700,2024-08-28
2024-08-29,410.7156982421875,419.5937196899045,408.21037518945246,412.52511339470357,17045200,2024-08-29
2024-08-30,414.7122802734375,415.0602190186727,409.7314285183125,413.18123450252676,24308300,2024-08-30
2024-09-03,407.0570983886719,417.43634095322227,404.66112073149435,415.47780496274754,20313600,2024-09-03
2024-09-04,406.5202331542969,408.8466109265116,402.01659855552833,403.5476443909062,15135800,2024-09-04
2024-09-05,406.01318359375,410.69576288507244,403.7663270914325,405.2476455783769,14195500,2024-09-05
2024-09-06,399.3621520996094,408.2600456523483,398.4673657515399,406.6793029587105,19609500,2024-09-06
2024-09-09,403.3587341308594,406.27167441765806,399.8095040440946,404.8698768958274,15295100,2024-09-09
2024-09-10,411.7893981933594,413.9069762623546,405.327227721672,405.8243177579556,19594300,2024-09-10
2024-09-11,420.57794189453125,421.52239474938517,407.19625641616165,413.08181573237965,19266900,2024-09-11
2024-09-12,424.514892578125,424.8827343519594,417.30708702498356,420.84636566939764,17418800,2024-09-12
2024-09-13,428.0840148925781,429.31678853449597,422.98386601468917,423.3517078052634,15874600,2024-09-13
2024-09-16,428.82965087890625,431.00690777681865,425.7278137476254,428.0939672962221,13834700,2024-09-16
2024-09-17,432.6174621582031,439.27848092894993,429.75421863095636,437.6679140298658,18874200,2024-09-17
2024-09-18,428.302734375,433.4923558065776,427.9050683956392,432.46835149823806,18898000,2024-09-18
2024-09-19,436.1368713378906,438.9305149970845,434.3572804602649,438.6620972919553,21706600,2024-09-19
2024-09-20,432.73675537109375,436.6836515284863,431.6928784161533,434.6754186759471,55167100,2024-09-20
2024-09-23,430.9870300292969,433.9198431554934,427.88519293448667,431.75253779309,15128900,2024-09-23
2024-09-24,426.67230224609375,430.82796793229323,423.62016194748605,430.4799988167568,17015800,2024-09-24
2024-09-25,429.59515380859375,430.599285430914,426.0757780554542,427.3284243659067,13396400,2024-09-25
2024-09-26,428.7998352050781,432.7666042682911,426.6325297741478,432.5578349333773,14492000,2024-09-26
2024-09-27,425.5289306640625,429.3366572153901,424.982143776937,429.0085608111411,14896100,2024-09-27
2024-09-30,427.7956848144531,427.9150119120048,422.8943842039572,425.7178520466358,16807300,2024-09-30
2024-10-01,418.24163818359375,425.9863098334652,416.37257469880086,425.95648564338745,19092900,2024-10-01
2024-10-02,414.70233154296875,420.35921848784164,414.28476256993423,420.12059464326444,16582300,2024-10-02
2024-10-03,414.11578369140625,417.1082451347957,411.8788784861643,415.19943635003835,13686400,2024-10-03
2024-10-04,413.6385803222656,417.30710741019845,412.554927626964,415.8058857128688,19169700,2024-10-04
2024-10-07,407.1565246582031,414.68244492002515,406.6196589116371,413.5789195776064,20919800,2024-10-07
2024-10-08,412.2964172363281,413.24090045920747,405.79450128292336,408.50859351504334,19229300,2024-10-08
2024-10-09,415.0303955078125,417.93341460570645,411.88878290651843,413.4397013585542,14974300,2024-10-09
2024-10-10,413.41986083984375,414.92108254210694,410.74551386798254,412.81342552487126,13848400,2024-10-10
2024-10-11,413.89703369140625,414.70231708134946,410.84489374484957,413.7180885691892,14144900,2024-10-11
2024-10-14,416.7006530761719,421.5721293976272,415.09005586184196,415.3386008817118,16653100,2024-10-14
2024-10-15,416.3029479980469,420.02120204810905,412.84322081195853,419.7229298265709,18900200,2024-10-15
2024-10-16,413.6982116699219,413.93680518127485,408.09105177334885,412.7537587941709,15508900,2024-10-16
2024-10-17,414.2947082519531,420.0410676802283,413.17127995027164,419.9018679111856,14820000,2024-10-17
2024-10-18,415.7263488769531,417.2076674979936,413.8374127793913,414.7122961104646,17145300,2024-10-18
2024-10-21,416.3427429199219,416.5216880571269,411.3420182082338,413.6982202013397,14206100,2024-10-21
2024-10-22,425.0219421386719,428.07405197206367,415.6070554250592,416.0544182638452,25482200,2024-10-22
2024-10-23,422.1288757324219,428.5711433507003,420.0709156477079,428.35242251551375,19654400,2024-10-23
2024-10-24,422.25811767578125,423.5008427798279,419.94166109145596,422.85460145374896,13581600,2024-10-24
2024-10-25,425.658203125,430.0027653012564,424.0874119188817,424.2763085648032,16899100,2024-10-25
2024-10-28,424.1072692871094,429.426138690306,423.8189485737485,429.14776948636137,14882400,2024-10-28
2024-10-29,429.43609619140625,430.64899709836675,423.32186444879665,425.5090727531412,17644100,2024-10-29
2024-10-30,430.0127258300781,435.9479823564893,429.5852356603292,434.8941538571239,29749100,2024-10-30
2024-10-31,403.9850769042969,413.7379809491165,403.93534969689097,412.9426186903331,53971000,2024-10-31
2024-11-01,407.981689453125,413.0818383039077,405.12839737386855,406.6296190582037,24230400,2024-11-01
2024-11-04,406.0827941894531,408.03140902561756,403.2096294840388,407.414991879503,19672300,2024-11-04
2024-11-05,409.0653381347656,412.4853201284023,405.7050045203228,405.99332524640585,17626000,2024-11-05
2024-11-06,417.73455810546875,418.00300613139274,408.1307753660983,410.01974169679755,26681800,2024-11-06
2024-11-07,422.9540100097656,424.3657590257446,417.43632288625736,418.8281688837221,19901800,2024-11-07
2024-11-08,420.0808410644531,424.0177855133015,419.32525452801985,422.8446603519728,16891400,2024-11-08
2024-11-11,415.57720947265625,422.3376216288976,413.5788978774876,420.0609408352946,24503300,2024-11-11
2024-11-12,420.5679931640625,421.969790701444,414.77193671429194,415.81581365023004,19401200,2024-11-12
2024-11-13,422.7253723144531,426.8313104637277,415.7760330857976,419.1860937392156,21502200,2024-11-13
2024-11-14,424.4055480957031,425.6780973820496,417.5556327945319,422.526533184943,30246900,2024-11-14
2024-11-15,412.5847473144531,420.3393400677491,411.23267692258383,417.3767027455775,28247600,2024-11-15
2024-11-18,413.34033203125,415.9649517435253,409.7016291897124,412.4554971706168,24742000,2024-11-18
2024-11-19,415.3584899902344,415.5076109291685,409.154785870871,410.7057043157201,18133500,2024-11-19
2024-11-20,413.0718688964844,414.86141123218795,408.19044109637775,414.4438422518667,19191700,2024-11-20
2024-11-21,411.2887268066406,418.1722655525636,408.7186214344056,417.8933391524707,20780200,2024-11-21
2024-11-22,415.4029235839844,415.80138553605957,409.4856708735379,409.7944811664486,24814600,2024-11-22
2024-11-25,417.1860656738281,419.46727321033643,413.2611532266888,416.7776323033626,27691100,2024-11-25
2024-11-26,426.350830078125,427.396826920373,417.24585120009374,417.98300734363517,23458900,2024-11-26
2024-11-27,421.3699951171875,425.5937771564677,420.4037088714897,423.48187093647766,18332400,2024-11-27
2024-11-29,421.8381652832031,423.2527401453399,416.1998390930093,418.48107704362025,16271900,2024-11-29
2024-12-02,429.32940673828125,431.3416594246016,419.69642835819553,419.9554423160969,20207200,2024-12-02
2024-12-03,429.5485534667969,430.8136785324232,426.10178307894205,428.19374634076934,18302000,2024-12-03
2024-12-04,435.7447204589844,437.98610309109085,430.973057365549,431.3715193088951,26009400,2024-12-04
2024-12-05,440.9247741699219,442.95696954495514,434.4994957116604,436.24279326556575,21697800,2024-12-05
2024-12-06,441.87115478515625,444.3914637865622,440.0780304611881,440.605999369761,18821000,2024-12-06
2024-12-09,444.3117370605469,446.61288735234007,438.8128895478079,440.90485264962797,19144400,2024-12-09
2024-12-10,441.632080078125,447.89799856218906,439.9087252497819,442.68804835999237,18469500,2024-12-10
2024-12-11,447.2704162597656,448.6252234428676,442.34933339299914,442.34933339299914,19200200,2024-12-11
2024-12-12,447.83819580078125,454.4129240722559,447.389907127457,447.389907127457,20834800,2024-12-12
2024-12-13,445.5569763183594,449.7010474581427,443.8734464678006,446.722508676707,20177800,2024-12-13
2024-12-16,449.8604431152344,450.4481798147897,443.57461233779367,445.5569810702514,23598800,2024-12-16
2024-12-17,452.7194519042969,453.5462901057899,447.84819595840975,449.2826833242326,22733500,2024-12-17
2024-12-18,435.71484375,450.9163784238889,435.34623528561843,449.59148560028365,24444500,2024-12-18
2024-12-19,435.356201171875,441.4826409757379,434.64892893973837,439.92861811038824,22963700,2024-12-19
2024-12-20,434.9278564453125,442.04049490082355,426.988379811487,431.45120224609855,64263700,2024-12-20
2024-12-23,433.5830383300781,435.97384050264867,431.1722932989543,435.06732205874545,19152500,2024-12-23
2024-12-24,437.6473693847656,437.9163547514511,432.52707119819956,432.9853009034494,7164500,2024-12-24
2024-12-26,436.43206787109375,439.2512462781778,434.9577555797017,437.3983540840164,8194200,2024-12-26
2024-12-27,428.881103515625,433.5531436249425,424.71711987555517,432.9355230391817,18117700,2024-12-27
2024-12-30,423.2029113769531,425.91249514442245,420.2841404099869,424.42821148968693,13158700,2024-12-30
2024-12-31,419.88568115234375,425.09566152109494,419.0489019483089,424.4680695178944,13246500,2024-12-31
2025-01-02,416.97686767578125,424.43820240788705,413.2611726539346,423.90026204092493,16896500,2025-01-02
2025-01-03,421.7286071777344,422.40599553232005,417.93320162542307,419.4672816518615,16662900,2025-01-03
2025-01-06,426.21136474609375,432.6565862275622,423.85044657634234,426.3607841744266,20573600,2025-01-06
2025-01-07,420.7523498535156,429.00063686122985,419.18835553907815,427.356962317073,18139100,2025-01-07
2025-01-08,422.9339904785156,425.33476415419165,419.9255676122581,421.8381972488523,15054600,2025-01-08
2025-01-10,417.345458984375,423.0833778600729,413.4304875422897,423.0036976315441,20201100,2025-01-10
2025-01-13,415.5921936035156,416.8971739621178,410.71096634455273,413.6496498082875,17604800,2025-01-13
2025-01-14,414.0780334472656,418.13242259689986,409.1469793562449,416.2098216251219,16935900,2025-01-14
2025-01-15,424.6772766113281,426.51022596326726,416.6680604251186,417.52478252697114,19637800,2025-01-15
2025-01-16,422.953857421875,427.8450559110229,422.76461308505725,427.0581034768278,15300000,2025-01-16
2025-01-17,427.3868713378906,432.816010728012,426.53017961505896,432.4274897834489,26197500,2025-01-17
2025-01-21,426.8588562011719,429.2496581837696,423.96996920550396,428.55235740588927,26085700,2025-01-21
2025-01-22,444.4911193847656,445.55699830786784,434.3301720077898,435.8841949618168,27803800,2025-01-22
2025-01-23,444.9991149902344,445.03897030447143,439.8090775364838,440.30716256200645,18389300,2025-01-23
2025-01-24,442.3592834472656,444.9393603072831,439.70946738545626,443.4550766157881,15549500,2025-01-24
2025-01-27,432.8956604003906,433.5332238334213,421.8780219291722,422.3860783898249,35647800,2025-01-27
2025-01-28,445.4872741699219,446.66274757404807,429.72785612913765,432.93552501884864,23491700,2025-01-28
2025-01-29,440.6358947753906,445.16848684550723,438.7132938317083,444.97921209968376,23581400,2025-01-29
2025-01-30,413.4006042480469,421.24045777086803,411.57762641112805,417.1661258658952,54586300,2025-01-30
2025-01-31,413.4703674316406,419.078810069406,413.32094799383236,417.37536767699305,34223400,2025-01-31
2025-02-03,409.3462219238281,413.819015846871,407.09486781879804,410.02361028085903,25679100,2025-02-03
2025-02-04,410.7906494140625,412.3347312724244,408.1707172498281,411.1094311345796,20532100,2025-02-04
2025-02-05,411.7071533203125,412.2450632912695,408.82820710975375,410.7707509847515,16316700,2025-02-05
2025-02-06,414.2274475097656,416.59833715024297,412.41441067873023,412.41441067873023,16309800,2025-02-06
2025-02-07,408.1806945800781,417.0466023053385,406.5370200109021,414.8849302333569,22886800,2025-02-07
2025-02-10,410.6412353515625,413.8688167120759,409.34622639599064,412.1255190561223,20817900,2025-02-10
2025-02-11,409.8642272949219,410.9101937368833,407.7324086942097,408.0711332799312,18140600,2025-02-11
2025-02-12,407.4734191894531,409.17686151888216,402.82129152637,405.65041091349894,19121700,2025-02-12
2025-02-13,408.9676818847656,409.425911619151,404.80366775695455,405.4412312140984,23891700,2025-02-13
2025-02-14,406.86572265625,407.3438952203064,404.3255012113121,406.22818963820515,22758500,2025-02-14
2025-02-18,408.0711364746094,409.0274512633779,404.94314775203674,406.4374029097933,21423100,2025-02-18
2025-02-19,413.18145751953125,413.8987012007662,406.0887313388178,406.31786140389937,24114200,2025-02-19
2025-02-20,415.3674621582031,418.5416276159257,411.78404435480104,414.52900508229465,23508700,2025-02-20
2025-02-21,407.4619445800781,417.28390907488637,407.14255413255484,416.57521868274245,27524800,2025-02-21
2025-02-24,403.2596740722656,408.6198287275297,398.58825743588903,407.7614192904554,26443700,2025-02-24
2025-02-25,397.17083740234375,401.18349019975926,395.9730546936776,400.3649855487621,29387400,2025-02-25
2025-02-26,398.99749755859375,402.860400830509,393.5275288045757,397.28064827533655,19619000,2025-02-26
2025-02-27,391.8106994628906,404.9964840093174,391.45137377356565,400.53467393026557,21127400,2025-02-27
2025-02-28,396.26251220703125,396.9013540385077,385.86162375466716,391.94046026830176,32845700,2025-02-28
2025-03-03,387.778076171875,398.0891633417286,385.4523593369203,398.0891633417286,23007700,2025-03-03
2025-03-04,387.8978576660156,391.86058386063223,380.30181761040467,382.6974135187692,29342900,2025-03-04
2025-03-05,400.2851257324219,400.9339589862258,388.09750890861034,388.62653647287385,23433100,2025-03-05
2025-03-06,396.1627197265625,401.4130601425524,391.9604125552081,393.557486671848,23304600,2025-03-06
2025-03-07,392.5892639160156,394.07652376953155,384.83351327034705,391.601087821307,22034100,2025-03-07
2025-03-10,379.46337890625,385.69193466137494,376.5287638766263,385.1329632711281,32840100,2025-03-10
2025-03-11,379.7528381347656,385.29265558349334,376.2193166501511,378.30548307291184,30380200,2025-03-11
2025-03-12,382.5676574707031,384.5140963348653,378.2555969008229,382.2482670126177,24253600,2025-03-12
2025-03-13,378.0758972167969,384.6139126915579,376.75833925298997,382.4578672121625,20473000,2025-03-13
2025-03-14,387.84796142578125,389.51491455417886,378.81455773398244,379.0840519928303,19952800,2025-03-14
2025-03-17,387.98773193359375,391.99036302361236,384.8634626840814,385.9913968692823,22474300,2025-03-17
2025-03-18,382.81719970703125,386.6601507855219,380.4016513456866,386.36071271152235,19486900,2025-03-18
2025-03-19,387.1093444824219,388.9659214939022,383.29633715100766,384.8235322758774,19185500,2025-03-19
2025-03-20,386.131103515625,391.07204471614995,382.5776297310475,385.0331131975468,18470500,2025-03-20
2025-03-21,390.54302978515625,391.0221306945889,382.09851071654674,382.5177544739553,39675900,2025-03-21
2025-03-24,392.35968017578125,394.67543616141086,389.09568331150246,394.67543616141086,21004500,2025-03-24
2025-03-25,394.4358825683594,395.63366532055824,391.9205113732519,393.19816458592396,15775000,2025-03-25
2025-03-26,389.2554016113281,394.5856126855185,387.85797313035886,394.27618318122023,16108400,2025-03-26
2025-03-27,389.8642578125,391.5212195564284,386.6900923994873,389.4151007040484,13766800,2025-03-27
2025-03-28,378.1058349609375,388.4169222438939,376.2392666189567,387.36882809704144,21632000,2025-03-28
2025-03-31,374.7021179199219,376.3790320336197,366.5670283067677,371.8573344110368,35184700,2025-03-31
2025-04-01,381.4896545410156,382.1484487727996,372.54608191207893,373.96346276032,19689500,2025-04-01
2025-04-02,381.43975830078125,384.3743428432238,375.92985398533636,377.2773862564683,16092600,2025-04-02
2025-04-03,372.42626953125,376.788287190408,368.67318036225987,374.10321411915555,30198000,2025-04-03
2025-04-04,359.18060302734375,373.9035742050073,358.8212773354498,363.4627502923482,49209900,2025-04-04
2025-04-07,357.2042236328125,370.32015981776436,344.1581969485817,350.2370336524557,50425000,2025-04-07
2025-04-08,353.9102783203125,372.9652928837084,349.6081786868937,367.585185716996,35868900,2025-04-08
2025-04-09,389.7744140625,392.50941370351666,352.45294739016697,352.8921435234206,50199700,2025-04-09
2025-04-10,380.65118408203125,383.19649903483815,367.12599611378243,381.3598744812396,38024400,2025-04-10
2025-04-11,387.7381896972656,389.3352333779351,378.19571053548395,379.9425037151649,23839200,2025-04-11
2025-04-14,387.0993347167969,393.92679674338564,383.5059256339463,392.4994245329486,19251200,2025-04-14
2025-04-15,385.0231628417969,391.17187833074144,383.4560325474498,387.79806728846995,17199900,2025-04-15
2025-04-16,370.92901611328125,380.9106912763521,367.32564600100716,379.97244183574617,21967800,2025-04-16
2025-04-17,367.1060485839844,373.6340726815441,366.2176953329466,373.0651098854367,20943700,2025-04-17
2025-04-21,358.4619140625,363.8121077971333,355.01825440362086,362.1551460624454,20807300,2025-04-21
2025-04-22,366.1478271484375,367.09606804173376,359.20055908423666,362.7141283475077,19485000,2025-04-22
2025-04-23,373.7039489746094,379.6929540391626,372.33643389707953,375.3708716590499,20545500,2025-04-23
2025-04-24,386.59027099609375,387.7381880213899,374.5024768665421,375.01155205300716,22232300,2025-04-24
2025-04-25,391.1319580078125,391.44138750936105,383.8952433175299,386.29083932956814,18973200,2025-04-25
2025-04-28,390.4432067871094,392.0202980494585,385.9315006090283,391.241728610284,16579400,2025-04-28
2025-04-29,393.31793212890625,394.3759872470841,389.66463540586307,390.5829324517716,14974000,2025-04-29
2025-04-30,394.53570556640625,395.93313400867555,383.73552563819743,389.58477271143016,36461100,2025-04-30
2025-05-01,424.6204528808594,436.1892106723326,424.12136912560175,430.3199808366381,58938100,2025-05-01
2025-05-02,434.48236083984375,438.63474141621873,429.20204608174254,430.948839257634,30757400,2025-05-02
2025-05-05,435.3707275390625,438.6946118778074,431.3181395047298,432.07675654489867,20136100,2025-05-05
2025-05-06,432.5159606933594,436.92787448428356,430.3798980651205,431.408009380462,15104200,2025-05-06
2025-05-07,432.555908203125,437.3171563878889,430.319992206568,433.04500054847074,23295300,2025-05-07
2025-05-08,437.3670654296875,442.85698666150637,434.86165526525525,437.12748451655574,23491300,2025-05-08
2025-05-09,437.9260559082031,439.93235195021686,435.08127232610667,439.19371771814804,15324200,2025-05-09
2025-05-12,448.4367370605469,448.5465208630377,438.9740982732109,445.12281367736733,22821900,2025-05-12
2025-05-13,448.3169860839844,449.8441812103938,444.54388351816056,446.9594623818115,23618800,2025-05-13
2025-05-14,452.1099853515625,453.0682176126866,447.3187935842875,447.3187935842875,19902800,2025-05-14
2025-05-15,453.1300048828125,456.19000244140625,450.42999267578125,450.7699890136719,21992300,2025-05-15
2025-05-16,454.2699890136719,454.3599853515625,448.7300109863281,452.04998779296875,23803400,2025-05-16
